company,company_tier,total_questions,easy_pct,medium_pct,hard_pct,avg_acceptance,median_acceptance,avg_frequency,median_frequency,avg_likes,avg_dislikes,top_category
persistent-systems,Tier_C,10,60.0,40.0,0.0,55.55,54.099999999999994,66.25,68.75,26735.6,2012.5,Algorithms
philips,Tier_C,2,0.0,50.0,50.0,58.2,58.2,75.0,75.0,4932.5,2789.0,Algorithms
phonepe,Tier_A,102,3.9215686274509802,58.8235294117647,37.254901960784316,52.08137254901961,52.650000000000006,43.13725490196079,37.5,9103.069306930693,588.6237623762377,Algorithms
pickrr,Tier_C,1,0.0,0.0,100.0,34.5,34.5,100.0,100.0,311.0,84.0,Algorithms
pinterest,Tier_B,44,2.272727272727273,61.36363636363637,36.36363636363637,58.2340909090909,58.35,43.75,43.75,6980.090909090909,952.7272727272727,Algorithms
plaid,Tier_C,1,0.0,100.0,0.0,69.0,69.0,50.0,50.0,8720.0,325.0,Algorithms
playsimple,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
pocket-gems,Tier_C,15,6.666666666666667,66.66666666666667,26.666666666666668,56.34666666666667,55.4,48.333333333333336,50.0,9645.2,778.4666666666667,Algorithms
point72,Tier_C,6,50.0,50.0,0.0,63.56666666666666,62.949999999999996,52.083333333333336,37.5,679.8333333333334,109.33333333333333,Database
polar,Tier_C,1,0.0,100.0,0.0,31.2,31.2,12.5,12.5,619.0,21.0,Algorithms
ponyai,Tier_C,4,0.0,75.0,25.0,55.075,53.2,59.375,62.5,3872.25,136.75,Algorithms
pornhub,Tier_C,9,22.22222222222222,77.77777777777777,0.0,53.900000000000006,60.0,61.111111111111114,75.0,19046.333333333332,1266.6666666666667,Algorithms
porter,Tier_C,2,0.0,100.0,0.0,58.45,58.45,31.25,31.25,4420.5,731.0,Algorithms
poshmark,Tier_C,4,0.0,75.0,25.0,62.099999999999994,61.05,37.5,18.75,576.0,75.33333333333333,Database
postman,Tier_C,1,0.0,0.0,100.0,46.7,46.7,12.5,12.5,1640.0,53.0,Algorithms
postmates,Tier_C,3,33.333333333333336,66.66666666666667,0.0,59.93333333333334,62.1,12.5,12.5,1952.6666666666667,142.0,Algorithms
poynt,Tier_C,1,0.0,100.0,0.0,66.6,66.6,12.5,12.5,529.0,463.0,Algorithms
practo,Tier_C,1,0.0,100.0,0.0,39.1,39.1,75.0,75.0,41917.0,2032.0,Algorithms
publicis-sapient,Tier_C,6,16.666666666666668,66.66666666666667,16.666666666666668,56.349999999999994,55.7,45.833333333333336,43.75,21388.5,1453.3333333333333,Algorithms
pubmatic,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,52.56666666666666,50.1,50.0,62.5,19324.333333333332,2309.6666666666665,Algorithms
pure,Tier_C,1,0.0,100.0,0.0,76.5,76.5,75.0,75.0,19782.0,466.0,Algorithms
pure-storage,Tier_C,8,25.0,62.5,12.5,53.2375,54.0,40.625,25.0,8432.75,578.875,Algorithms
purplle,Tier_C,1,0.0,0.0,100.0,43.0,43.0,100.0,100.0,223.0,57.0,Algorithms
pwc,Tier_C,4,75.0,0.0,25.0,54.575,52.55,71.875,62.5,31617.25,2847.75,Algorithms
qualcomm,Tier_B,62,45.16129032258065,40.32258064516129,14.516129032258064,59.12258064516131,60.3,51.00806451612903,50.0,15144.41935483871,1863.8387096774193,Algorithms
qualtrics,Tier_C,4,25.0,50.0,25.0,55.724999999999994,49.099999999999994,56.25,68.75,9628.5,576.75,Algorithms
qualys,Tier_C,1,100.0,0.0,0.0,56.8,56.8,87.5,87.5,33097.0,1278.0,Algorithms
quantcast,Tier_C,1,0.0,100.0,0.0,68.9,68.9,37.5,37.5,24085.0,1550.0,Algorithms
quantiphi,Tier_C,2,50.0,50.0,0.0,53.75,53.75,87.5,87.5,36807.5,1511.0,Algorithms
quince,Tier_C,2,0.0,100.0,0.0,54.55,54.55,43.75,43.75,6681.5,414.5,Algorithms
quora,Tier_C,19,36.8421052631579,47.36842105263158,15.789473684210526,60.931578947368415,60.8,43.421052631578945,12.5,4578.105263157895,865.578947368421,Algorithms
rackspace,Tier_C,1,0.0,100.0,0.0,41.9,41.9,12.5,12.5,3918.0,310.0,Algorithms
radius,Tier_C,1,100.0,0.0,0.0,62.7,62.7,37.5,37.5,8763.0,894.0,Algorithms
rakuten,Tier_C,8,12.5,75.0,12.5,58.287499999999994,59.1,64.0625,62.5,21304.625,1860.625,Algorithms
rally-health,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
ramp-2,Tier_C,3,0.0,66.66666666666667,33.333333333333336,53.1,49.9,62.5,75.0,1858.6666666666667,400.3333333333333,Algorithms
razorpay,Tier_C,12,16.666666666666668,75.0,8.333333333333334,57.12499999999999,61.05,52.083333333333336,50.0,12162.583333333334,679.0833333333334,Algorithms
rbc,Tier_C,2,50.0,50.0,0.0,56.8,56.8,62.5,62.5,24545.0,1354.0,Algorithms
redbus,Tier_C,2,0.0,50.0,50.0,67.80000000000001,67.80000000000001,25.0,25.0,18054.0,331.5,Algorithms
reddit,Tier_C,5,20.0,60.0,20.0,59.279999999999994,56.9,62.5,62.5,7763.6,705.0,Algorithms
redfin,Tier_C,2,0.0,100.0,0.0,62.300000000000004,62.300000000000004,62.5,62.5,15795.0,462.0,Algorithms
reliance-retails,Tier_C,1,100.0,0.0,0.0,84.3,84.3,12.5,12.5,3611.0,60.0,Algorithms
remitly,Tier_C,5,40.0,60.0,0.0,56.4,55.5,57.5,62.5,15586.2,946.2,Algorithms
retailmenot,Tier_C,1,0.0,100.0,0.0,35.6,35.6,100.0,100.0,92.0,8.0,Algorithms
revolut,Tier_C,10,30.0,70.0,0.0,61.42999999999999,57.65,48.75,43.75,8097.0,1535.4,Algorithms
riot-games,Tier_C,4,25.0,50.0,25.0,67.775,69.05,56.25,56.25,5992.0,342.3333333333333,Algorithms
ripple,Tier_C,9,11.11111111111111,77.77777777777777,11.11111111111111,55.62222222222223,51.8,54.166666666666664,62.5,14145.333333333334,1722.4444444444443,Algorithms
rippling,Tier_C,23,8.695652173913043,56.52173913043478,34.78260869565217,56.26521739130435,57.3,48.369565217391305,50.0,9948.652173913044,682.7826086956521,Algorithms
rivian,Tier_C,9,22.22222222222222,66.66666666666667,11.11111111111111,61.733333333333334,60.0,45.833333333333336,50.0,9825.222222222223,1616.5555555555557,Algorithms
robinhood,Tier_C,15,20.0,73.33333333333333,6.666666666666667,63.806666666666665,64.5,37.5,12.5,5243.333333333333,850.6,Algorithms
roblox,Tier_B,56,14.285714285714286,62.5,23.214285714285715,59.63928571428572,57.7,42.63392857142857,37.5,8062.089285714285,828.8392857142857,Algorithms
rokt,Tier_C,6,33.333333333333336,33.333333333333336,33.333333333333336,47.38333333333333,45.55,39.583333333333336,37.5,9375.0,1372.5,Algorithms
roku,Tier_C,17,17.647058823529413,58.8235294117647,23.529411764705884,53.7235294117647,49.9,50.73529411764706,37.5,10474.470588235294,1068.235294117647,Algorithms
rubrik,Tier_B,36,5.555555555555555,63.888888888888886,30.555555555555557,50.55277777777778,50.0,43.05555555555556,31.25,3357.5714285714284,482.48571428571427,Algorithms
salesforce,Tier_A,187,14.438502673796792,59.35828877005348,26.203208556149733,56.82727272727273,56.5,44.518716577540104,37.5,8700.614130434782,824.554347826087,Algorithms
sambanova,Tier_C,1,0.0,100.0,0.0,83.0,83.0,12.5,12.5,2172.0,224.0,Algorithms
samsara,Tier_C,5,20.0,60.0,20.0,57.14000000000001,60.0,40.0,12.5,3328.8,1278.0,Algorithms
samsung,Tier_B,66,19.696969696969695,54.54545454545455,25.757575757575758,53.90151515151515,53.9,50.946969696969695,50.0,13254.34375,1212.578125,Algorithms
sap,Tier_B,43,32.55813953488372,51.16279069767442,16.27906976744186,55.98837209302326,54.3,52.325581395348834,62.5,17731.04651162791,1462.5116279069769,Algorithms
scale-ai,Tier_C,2,0.0,100.0,0.0,47.65,47.65,62.5,62.5,17884.5,1019.5,Algorithms
scaler,Tier_C,3,0.0,66.66666666666667,33.333333333333336,54.333333333333336,51.8,41.666666666666664,37.5,14155.666666666666,511.0,Algorithms
schlumberger,Tier_C,1,0.0,100.0,0.0,74.0,74.0,37.5,37.5,10280.0,214.0,Algorithms
schneider-electric,Tier_C,1,0.0,0.0,100.0,28.1,28.1,100.0,100.0,59.0,3.0,Algorithms
schrodinger,Tier_C,1,0.0,100.0,0.0,50.9,50.9,37.5,37.5,6071.0,145.0,Algorithms
sentry,Tier_C,2,0.0,50.0,50.0,60.45,60.45,81.25,81.25,3107.0,2659.5,Algorithms
servicenow,Tier_B,73,10.95890410958904,72.6027397260274,16.438356164383563,57.15205479452055,57.5,52.56849315068493,50.0,14538.452054794521,1442.2602739726028,Algorithms
sharechat,Tier_C,2,50.0,50.0,0.0,69.85,69.85,31.25,31.25,2196.5,75.5,Algorithms
shift-technology,Tier_C,2,50.0,50.0,0.0,61.45,61.45,50.0,50.0,23893.5,1450.5,Algorithms
shipsy,Tier_C,1,0.0,100.0,0.0,39.1,39.1,62.5,62.5,32835.0,3092.0,Algorithms
shopback,Tier_C,1,0.0,100.0,0.0,48.5,48.5,100.0,100.0,0.0,0.0,
shopee,Tier_C,7,14.285714285714286,85.71428571428571,0.0,49.77142857142858,49.1,69.64285714285714,75.0,12744.0,2019.4285714285713,Algorithms
shopify,Tier_C,6,0.0,66.66666666666667,33.333333333333336,60.35,57.550000000000004,33.333333333333336,25.0,4869.0,943.3333333333334,Algorithms
shopup,Tier_C,1,0.0,100.0,0.0,73.5,73.5,25.0,25.0,731.0,1252.0,Algorithms
siemens,Tier_C,25,32.0,52.0,16.0,55.156000000000006,60.6,53.5,62.5,16291.24,1928.2,Algorithms
sig,Tier_C,10,0.0,80.0,20.0,55.60999999999999,54.0,45.0,43.75,4446.9,781.8,Algorithms
sigmoid,Tier_C,13,30.76923076923077,61.53846153846154,7.6923076923076925,58.638461538461534,61.8,51.92307692307692,50.0,20310.153846153848,1393.4615384615386,Algorithms
singlestore,Tier_C,2,0.0,100.0,0.0,39.85,39.85,50.0,50.0,22422.5,2276.0,Algorithms
sixt,Tier_C,1,0.0,100.0,0.0,44.9,44.9,37.5,37.5,27915.0,1698.0,Algorithms
slice,Tier_C,1,0.0,100.0,0.0,69.6,69.6,37.5,37.5,19857.0,704.0,Algorithms
smartnews,Tier_C,2,0.0,100.0,0.0,54.45,54.45,50.0,50.0,13386.0,600.0,Algorithms
smartsheet,Tier_C,1,0.0,100.0,0.0,66.4,66.4,62.5,62.5,18234.0,724.0,Algorithms
snapchat,Tier_B,87,5.747126436781609,63.2183908045977,31.03448275862069,54.87931034482757,55.4,42.52873563218391,37.5,8629.103448275862,759.4252873563219,Algorithms
snapdeal,Tier_C,2,50.0,50.0,0.0,57.75,57.75,31.25,31.25,9739.0,688.0,Algorithms
snowflake,Tier_B,99,13.131313131313131,66.66666666666667,20.2020202020202,55.7020202020202,56.6,43.18181818181818,37.5,7956.7959183673465,653.6632653061224,Algorithms
societe-generale,Tier_C,3,33.333333333333336,66.66666666666667,0.0,55.599999999999994,56.8,58.333333333333336,75.0,17786.333333333332,793.6666666666666,Algorithms
sofi,Tier_C,16,12.5,56.25,31.25,54.74375,53.2,57.8125,62.5,10273.3125,1002.125,Algorithms
softwire,Tier_C,2,50.0,50.0,0.0,46.099999999999994,46.099999999999994,43.75,43.75,15635.5,1012.0,Algorithms
sonatus,Tier_C,1,0.0,100.0,0.0,46.4,46.4,37.5,37.5,2756.0,2760.0,Algorithms
sony,Tier_C,5,60.0,20.0,20.0,59.61999999999999,57.5,77.5,87.5,19012.2,1081.6,Algorithms
soti,Tier_C,1,100.0,0.0,0.0,29.1,29.1,37.5,37.5,6996.0,1270.0,Algorithms
soundhound,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,50.699999999999996,52.0,41.666666666666664,50.0,8236.666666666666,749.3333333333334,Algorithms
spacex,Tier_C,1,0.0,100.0,0.0,68.2,68.2,50.0,50.0,13008.0,179.0,Algorithms
spinny,Tier_C,7,0.0,100.0,0.0,59.614285714285714,57.0,42.857142857142854,37.5,6421.142857142857,366.42857142857144,Algorithms
splunk,Tier_C,14,14.285714285714286,71.42857142857143,14.285714285714286,53.52857142857143,54.15,53.57142857142857,43.75,21364.35714285714,794.8571428571429,Algorithms
spotify,Tier_C,15,46.666666666666664,26.666666666666668,26.666666666666668,55.686666666666675,54.5,53.333333333333336,62.5,13757.6,1433.0666666666666,Algorithms
sprinklr,Tier_B,39,2.5641025641025643,43.58974358974359,53.84615384615385,48.723076923076924,47.9,46.47435897435897,37.5,5688.461538461538,403.9230769230769,Algorithms
square,Tier_C,12,8.333333333333334,83.33333333333333,8.333333333333334,57.133333333333326,54.5,38.541666666666664,31.25,4197.0,399.5833333333333,Algorithms
squarepoint-capital,Tier_C,26,7.6923076923076925,69.23076923076923,23.076923076923077,56.40384615384615,55.55,39.90384615384615,37.5,11254.08,447.56,Algorithms
squarespace,Tier_C,5,60.0,40.0,0.0,54.7,51.8,52.5,62.5,17187.6,1346.4,Algorithms
stackadapt,Tier_C,3,0.0,66.66666666666667,33.333333333333336,46.23333333333333,47.4,58.333333333333336,62.5,12703.666666666666,639.3333333333334,Algorithms
stackline,Tier_C,2,0.0,50.0,50.0,48.05,48.05,25.0,25.0,6279.5,340.0,Algorithms
starbucks,Tier_C,2,0.0,100.0,0.0,59.45,59.45,25.0,25.0,1530.5,130.5,Database
state-farm,Tier_C,1,0.0,100.0,0.0,51.4,51.4,37.5,37.5,17044.0,803.0,Algorithms
strava,Tier_C,1,0.0,100.0,0.0,48.9,48.9,100.0,100.0,25.0,198.0,Database
stripe,Tier_C,11,9.090909090909092,81.81818181818181,9.090909090909092,54.99090909090909,64.2,45.45454545454545,37.5,2518.4545454545455,476.45454545454544,Algorithms
sumologic,Tier_C,3,0.0,100.0,0.0,59.76666666666667,57.7,20.833333333333332,12.5,3009.6666666666665,101.0,Algorithms
swiggy,Tier_B,40,22.5,62.5,15.0,54.269999999999996,54.8,48.75,37.5,15589.25,1175.625,Algorithms
syfe,Tier_C,1,100.0,0.0,0.0,60.0,60.0,87.5,87.5,0.0,0.0,
symantec,Tier_C,1,0.0,100.0,0.0,51.6,51.6,62.5,62.5,19922.0,852.0,Algorithms
synopsys,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
ta-digital,Tier_C,1,0.0,0.0,100.0,51.0,51.0,62.5,62.5,176.0,14.0,Algorithms
tableau,Tier_C,1,0.0,100.0,0.0,60.0,60.0,62.5,62.5,31145.0,1991.0,Algorithms
tanium,Tier_C,2,50.0,50.0,0.0,69.35,69.35,12.5,12.5,3293.5,93.5,Algorithms
target,Tier_C,7,14.285714285714286,71.42857142857143,14.285714285714286,60.114285714285714,58.1,41.07142857142857,37.5,12858.42857142857,1086.2857142857142,Algorithms
tcs,Tier_A,216,43.98148148148148,46.2962962962963,9.722222222222221,60.281944444444434,59.6,44.270833333333336,37.5,10738.260465116278,1426.4976744186047,Algorithms
tech-mahindra,Tier_C,4,50.0,50.0,0.0,49.875,55.05,90.625,87.5,36089.5,4692.5,Algorithms
tekion,Tier_C,23,4.3478260869565215,73.91304347826087,21.73913043478261,53.86521739130434,54.3,45.108695652173914,37.5,15002.130434782608,837.1739130434783,Algorithms
tencent,Tier_C,8,12.5,75.0,12.5,49.2375,48.4,54.6875,62.5,11242.0,665.875,Algorithms
teradata,Tier_C,3,0.0,66.66666666666667,33.333333333333336,53.9,52.0,70.83333333333333,100.0,1301.0,76.0,Algorithms
tesco,Tier_C,2,0.0,100.0,0.0,48.5,48.5,50.0,50.0,17180.0,862.5,Algorithms
tesla,Tier_B,39,23.076923076923077,64.1025641025641,12.820512820512821,56.29999999999998,56.9,50.64102564102564,50.0,15641.0,1092.5384615384614,Algorithms
texas-instruments,Tier_C,4,0.0,50.0,50.0,51.175000000000004,51.3,37.5,37.5,10174.25,446.0,Algorithms
the-trade-desk,Tier_C,6,0.0,83.33333333333333,16.666666666666668,56.86666666666667,58.4,47.916666666666664,43.75,6964.0,2176.8333333333335,Algorithms
thomson-reuters,Tier_C,2,50.0,50.0,0.0,65.25,65.25,25.0,25.0,779.5,30.5,Algorithms
thoughtspot,Tier_C,5,0.0,40.0,60.0,49.9,49.9,47.5,37.5,9244.2,334.6,Algorithms
thoughtworks,Tier_C,6,33.333333333333336,16.666666666666668,50.0,47.449999999999996,46.099999999999994,95.83333333333333,100.0,18511.6,826.0,Algorithms
thousandeyes,Tier_C,3,0.0,66.66666666666667,33.333333333333336,61.23333333333334,67.4,54.166666666666664,37.5,26614.333333333332,1090.6666666666667,Algorithms
thumbtack,Tier_C,1,0.0,100.0,0.0,61.4,61.4,12.5,12.5,437.0,818.0,Algorithms
tiaa,Tier_C,1,100.0,0.0,0.0,80.0,80.0,12.5,12.5,1207.0,52.0,Algorithms
tiger-analytics,Tier_C,3,100.0,0.0,0.0,54.1,56.8,66.66666666666667,87.5,31796.0,1183.6666666666667,Algorithms
tiktok,Tier_A,359,10.027855153203342,69.08077994428969,20.891364902506965,56.186908077994424,55.9,40.87743732590529,37.5,8457.373259052925,779.2033426183845,Algorithms
tinder,Tier_C,3,33.333333333333336,0.0,66.66666666666667,55.56666666666666,54.5,83.33333333333333,87.5,7575.0,3078.6666666666665,Algorithms
tinkoff,Tier_C,18,38.888888888888886,61.111111111111114,0.0,55.7,54.25,54.166666666666664,50.0,16484.88888888889,1325.1666666666667,Algorithms
toast,Tier_C,6,66.66666666666667,33.333333333333336,0.0,55.31666666666666,55.05,58.333333333333336,50.0,24673.833333333332,2831.1666666666665,Algorithms
tokopedia,Tier_C,1,0.0,100.0,0.0,51.0,51.0,12.5,12.5,571.0,27.0,Algorithms
tomtom,Tier_C,4,25.0,75.0,0.0,46.4,43.55,56.25,56.25,15566.0,986.25,Algorithms
toptal,Tier_C,2,0.0,50.0,50.0,59.800000000000004,59.800000000000004,12.5,12.5,1560.0,600.5,Algorithms
tower-research,Tier_C,3,0.0,100.0,0.0,62.0,62.3,37.5,37.5,5339.0,485.0,Algorithms
tracxn,Tier_C,1,0.0,100.0,0.0,43.1,43.1,62.5,62.5,9079.0,773.0,Algorithms
traveloka,Tier_C,1,0.0,100.0,0.0,47.0,47.0,12.5,12.5,90.0,14.0,Algorithms
trend-micro,Tier_C,1,0.0,100.0,0.0,39.0,39.0,25.0,25.0,1570.0,301.0,Algorithms
trexquant,Tier_C,4,0.0,100.0,0.0,50.975,49.35,56.25,68.75,16195.25,1313.25,Algorithms
trilogy,Tier_C,7,0.0,57.142857142857146,42.857142857142854,52.98571428571429,57.6,53.57142857142857,37.5,1378.857142857143,174.71428571428572,Algorithms
tripactions,Tier_C,1,100.0,0.0,0.0,66.6,66.6,37.5,37.5,5264.0,484.0,Algorithms
tripadvisor,Tier_C,6,50.0,50.0,0.0,57.96666666666667,57.75,47.916666666666664,43.75,14110.666666666666,852.6666666666666,Algorithms
triplebyte,Tier_C,1,0.0,100.0,0.0,71.0,71.0,12.5,12.5,4063.0,108.0,Algorithms
turing,Tier_B,37,29.72972972972973,59.45945945945946,10.81081081081081,51.878378378378386,50.0,45.945945945945944,50.0,13997.216216216217,1046.4864864864865,Algorithms
turvo,Tier_C,2,50.0,0.0,50.0,72.65,72.65,12.5,12.5,2322.0,785.0,Algorithms
tusimple,Tier_C,4,0.0,50.0,50.0,52.2,50.5,65.625,75.0,495.25,53.25,Algorithms
twilio,Tier_C,9,22.22222222222222,77.77777777777777,0.0,65.9,66.9,40.27777777777778,37.5,6119.444444444444,272.0,Algorithms
twitch,Tier_C,7,28.571428571428573,57.142857142857146,14.285714285714286,55.60000000000001,54.5,78.57142857142857,87.5,9025.57142857143,787.4285714285714,Algorithms
twitter,Tier_B,51,15.686274509803921,60.78431372549019,23.529411764705884,57.9843137254902,59.6,42.8921568627451,37.5,6424.254901960784,687.8235294117648,Algorithms
two-sigma,Tier_C,19,15.789473684210526,57.89473684210526,26.31578947368421,53.93684210526315,52.1,53.28947368421053,50.0,8407.526315789473,707.6842105263158,Algorithms
uber,Tier_A,366,12.295081967213115,59.01639344262295,28.688524590163933,56.45765027322405,55.650000000000006,39.61748633879781,37.5,6563.781767955801,751.0939226519337,Algorithms
ubisoft,Tier_C,1,100.0,0.0,0.0,56.0,56.0,37.5,37.5,6105.0,429.0,Algorithms
ubs,Tier_C,4,25.0,75.0,0.0,59.475,60.55,56.25,56.25,12823.25,710.0,Algorithms
udemy,Tier_C,7,57.142857142857146,28.571428571428573,14.285714285714286,58.314285714285724,62.8,46.42857142857143,62.5,15516.285714285714,4136.571428571428,Algorithms
uipath,Tier_C,12,0.0,66.66666666666667,33.333333333333336,52.716666666666676,54.45,44.791666666666664,37.5,7964.0,842.1666666666666,Algorithms
ukg,Tier_C,11,27.272727272727273,54.54545454545455,18.181818181818183,50.09090909090909,50.9,51.13636363636363,50.0,8666.272727272728,1132.6363636363637,Algorithms
unbxd,Tier_C,1,0.0,100.0,0.0,58.8,58.8,12.5,12.5,1837.0,313.0,Algorithms
unity,Tier_C,2,0.0,100.0,0.0,54.3,54.3,25.0,25.0,985.0,83.5,Algorithms
unstop,Tier_C,1,0.0,100.0,0.0,59.0,59.0,100.0,100.0,110.0,15.0,Algorithms
upstart,Tier_C,6,0.0,100.0,0.0,59.866666666666674,59.099999999999994,54.166666666666664,50.0,14785.333333333334,947.0,Algorithms
urban-company,Tier_C,6,0.0,66.66666666666667,33.333333333333336,59.38333333333333,62.6,41.666666666666664,43.75,12559.166666666666,1478.3333333333333,Algorithms
valve,Tier_C,4,25.0,75.0,0.0,55.825,57.55,37.5,37.5,2475.25,4275.0,Algorithms
veeva,Tier_C,3,0.0,100.0,0.0,53.4,58.2,50.0,37.5,20554.0,3934.0,Algorithms
verily,Tier_C,15,13.333333333333334,73.33333333333333,13.333333333333334,53.83999999999999,55.4,46.666666666666664,50.0,7977.066666666667,642.8,Algorithms
veritas,Tier_C,1,0.0,100.0,0.0,53.7,53.7,12.5,12.5,1686.0,70.0,Algorithms
verizon,Tier_C,6,33.333333333333336,50.0,16.666666666666668,68.16666666666667,66.25,37.5,31.25,5472.333333333333,310.8333333333333,Algorithms
verkada,Tier_C,19,21.05263157894737,52.63157894736842,26.31578947368421,58.11052631578947,54.9,46.05263157894737,37.5,9144.631578947368,1060.421052631579,Algorithms
viasat,Tier_C,2,50.0,50.0,0.0,52.9,52.9,68.75,68.75,16558.0,945.5,Algorithms
vimeo,Tier_C,7,14.285714285714286,71.42857142857143,14.285714285714286,48.87142857142857,47.4,64.28571428571429,62.5,19001.0,1327.142857142857,Algorithms
virtu,Tier_C,5,80.0,20.0,0.0,63.5,58.4,82.5,100.0,471.4,74.0,Algorithms
virtusa,Tier_C,7,57.142857142857146,42.857142857142854,0.0,56.042857142857144,57.5,75.0,75.0,24524.14285714286,1810.142857142857,Algorithms
visa,Tier_A,139,23.02158273381295,61.15107913669065,15.827338129496402,57.86258992805755,58.1,43.79496402877698,37.5,10565.08208955224,970.723880597015,Algorithms
vk,Tier_C,13,53.84615384615385,46.15384615384615,0.0,53.707692307692305,53.3,52.88461538461539,50.0,19735.53846153846,1813.6923076923076,Algorithms
vmware,Tier_C,8,0.0,87.5,12.5,52.4,50.8,62.5,68.75,8764.125,639.875,Algorithms
walmart-labs,Tier_A,143,14.685314685314685,68.53146853146853,16.783216783216783,56.70699300699301,55.5,49.03846153846154,50.0,12827.154929577464,1335.4788732394366,Algorithms
warnermedia,Tier_C,9,22.22222222222222,55.55555555555556,22.22222222222222,59.67777777777778,65.7,69.44444444444444,62.5,18880.222222222223,2010.3333333333333,Algorithms
wayfair,Tier_C,20,25.0,60.0,15.0,57.74499999999999,54.55,41.875,31.25,4835.7,688.2,Algorithms
waymo,Tier_C,24,4.166666666666667,50.0,45.833333333333336,51.92499999999999,50.55,43.229166666666664,37.5,5414.791666666667,820.3333333333334,Algorithms
wayve,Tier_C,1,0.0,100.0,0.0,48.0,48.0,100.0,100.0,935.0,42.0,Algorithms
wealthfront,Tier_C,1,0.0,100.0,0.0,73.0,73.0,100.0,100.0,590.0,27.0,Algorithms
wells-fargo,Tier_C,24,41.666666666666664,50.0,8.333333333333334,55.92083333333333,53.0,56.25,62.5,10629.833333333334,945.375,Algorithms
weride,Tier_C,10,10.0,30.0,60.0,56.46,55.650000000000006,37.5,25.0,3175.4,692.1,Algorithms
western-digital,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
whatfix,Tier_C,1,0.0,100.0,0.0,47.4,47.4,87.5,87.5,21785.0,1127.0,Algorithms
whatnot,Tier_C,13,30.76923076923077,69.23076923076923,0.0,58.33076923076923,57.3,46.15384615384615,50.0,10546.923076923076,896.1538461538462,Algorithms
winzo,Tier_C,1,0.0,0.0,100.0,70.1,70.1,37.5,37.5,4193.0,95.0,Algorithms
wipro,Tier_C,17,58.8235294117647,41.1764705882353,0.0,56.44705882352941,57.5,61.029411764705884,62.5,18056.470588235294,2133.8823529411766,Algorithms
wise,Tier_C,5,20.0,80.0,0.0,51.879999999999995,54.3,50.0,50.0,5063.25,177.25,Algorithms
wish,Tier_C,5,0.0,80.0,20.0,49.92,45.4,40.0,37.5,6361.6,669.6,Algorithms
wissen,Tier_C,2,0.0,100.0,0.0,50.5,50.5,62.5,62.5,19035.5,795.5,Algorithms
wix,Tier_B,56,28.571428571428573,55.357142857142854,16.071428571428573,57.95357142857142,62.75,45.982142857142854,50.0,12090.357142857143,1589.75,Algorithms
workday,Tier_C,8,0.0,87.5,12.5,64.64999999999999,63.6,57.8125,56.25,16209.5,730.375,Algorithms
works-applications,Tier_C,4,0.0,50.0,50.0,43.225,42.400000000000006,40.625,43.75,12130.25,1074.0,Algorithms
worldquant,Tier_C,4,0.0,25.0,75.0,40.525000000000006,41.85,46.875,43.75,8171.75,688.5,Algorithms
woven-by-toyota,Tier_C,1,0.0,0.0,100.0,45.9,45.9,25.0,25.0,1986.0,511.0,Algorithms
xing,Tier_C,1,0.0,100.0,0.0,54.8,54.8,25.0,25.0,2356.0,145.0,Algorithms
yahoo,Tier_B,35,31.428571428571427,60.0,8.571428571428571,57.42857142857144,57.5,55.714285714285715,62.5,15055.714285714286,1240.4571428571428,Algorithms
yandex,Tier_A,129,40.310077519379846,52.713178294573645,6.976744186046512,60.475968992248056,59.6,45.93023255813954,37.5,12167.666666666666,1254.5038759689924,Algorithms
yatra,Tier_C,1,0.0,100.0,0.0,54.3,54.3,50.0,50.0,7138.0,226.0,Algorithms
yelp,Tier_C,27,25.925925925925927,55.55555555555556,18.51851851851852,56.86666666666666,59.9,53.7037037037037,62.5,12023.407407407407,1279.5925925925926,Algorithms
yugabyte,Tier_C,2,0.0,0.0,100.0,56.25,56.25,31.25,31.25,5664.5,234.5,Algorithms
zalando,Tier_C,3,33.333333333333336,66.66666666666667,0.0,52.03333333333334,51.8,33.333333333333336,25.0,9081.0,474.3333333333333,Algorithms
zappos,Tier_C,1,100.0,0.0,0.0,84.0,84.0,25.0,25.0,6054.0,252.0,Algorithms
zemoso,Tier_C,2,0.0,100.0,0.0,48.599999999999994,48.599999999999994,56.25,56.25,26235.5,1187.5,Algorithms
zendesk,Tier_C,2,100.0,0.0,0.0,29.85,29.85,25.0,25.0,276.0,468.5,Algorithms
zenefits,Tier_C,21,23.80952380952381,52.38095238095238,23.80952380952381,57.523809523809526,53.3,47.023809523809526,37.5,14710.52380952381,1139.7619047619048,Algorithms
zepto,Tier_C,24,4.166666666666667,87.5,8.333333333333334,50.491666666666674,49.4,43.229166666666664,37.5,12453.833333333334,1709.625,Algorithms
