company,company_tier,total_questions,easy_pct,medium_pct,hard_pct,avg_acceptance,median_acceptance,avg_frequency,median_frequency,avg_likes,avg_dislikes,top_category,Array_pct,String_pct,Hash Table_pct,Dynamic Programming_pct,Sorting_pct,Math_pct,Two Pointers_pct,Depth-First Search_pct,Greedy_pct,Binary Search_pct,Breadth-First Search_pct,Matrix_pct,Stack_pct,Heap (Priority Queue)_pct,Tree_pct,Design_pct,Binary Tree_pct,Prefix Sum_pct,Sliding Window_pct,Simulation_pct,Linked List_pct,Bit Manipulation_pct,Graph_pct,Counting_pct,Backtracking_pct,Database_pct,Union Find_pct,Recursion_pct,Divide And Conquer_pct,Monotonic Stack_pct,Trie_pct,Queue_pct,Enumeration_pct,Ordered Set_pct,Topological Sort_pct,Memoization_pct,Doubly-Linked List_pct,Binary Search Tree_pct,Data Stream_pct,Number Theory_pct,Segment Tree_pct,Hash Function_pct,Geometry_pct,Shortest Path_pct,String Matching_pct,Bitmask_pct,Monotonic Queue_pct,Combinatorics_pct,Quickselect_pct,Bucket Sort_pct
forusall,Tier_C,1,0.0,0.0,100.0,53.6,53.6,12.5,12.5,2212.0,254.0,Algorithms,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourkites,Tier_C,3,33.333333333333336,66.66666666666667,0.0,61.23333333333334,65.4,70.83333333333333,100.0,664.0,169.33333333333334,Algorithms,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fpt,Tier_C,2,50.0,50.0,0.0,61.45,61.45,100.0,100.0,31135.0,1226.5,Algorithms,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fractal-analytics,Tier_C,16,37.5,37.5,25.0,49.1625,49.1,56.25,50.0,17430.8125,1497.3125,Algorithms,0.3125,0.4375,0.125,0.375,0.0,0.125,0.125,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freecharge,Tier_C,3,0.0,100.0,0.0,44.833333333333336,47.4,75.0,75.0,25459.666666666668,1483.0,Algorithms,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freshworks,Tier_C,8,25.0,75.0,0.0,57.462500000000006,58.75,60.9375,56.25,27445.25,1496.25,Algorithms,0.75,0.375,0.375,0.0,0.25,0.0,0.375,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fynd,Tier_C,1,100.0,0.0,0.0,73.2,73.2,37.5,37.5,6825.0,268.0,Algorithms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gainsight,Tier_C,1,0.0,100.0,0.0,44.9,44.9,37.5,37.5,27915.0,1698.0,Algorithms,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gameskraft,Tier_C,4,0.0,0.0,100.0,36.95,34.0,78.125,75.0,6491.0,253.33333333333331,Algorithms,0.5,0.0,0.0,0.5,0.0,0.25,0.0,0.75,0.0,0.25,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
garena,Tier_C,2,0.0,50.0,50.0,52.650000000000006,52.650000000000006,81.25,81.25,16536.0,1689.5,Algorithms,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garmin,Tier_C,6,100.0,0.0,0.0,66.11666666666666,61.75,70.83333333333333,81.25,19993.0,1737.5,Algorithms,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gartner,Tier_C,3,0.0,100.0,0.0,60.23333333333333,58.5,87.5,87.5,7596.666666666667,695.3333333333334,Algorithms,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ge-digital,Tier_C,3,33.333333333333336,66.66666666666667,0.0,57.16666666666666,58.4,37.5,25.0,3508.333333333333,859.6666666666666,Algorithms,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ge-healthcare,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,67.03333333333333,64.2,54.16666666666666,50.0,14431.333333333334,1605.6666666666667,Algorithms,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
geico,Tier_C,21,4.761904761904762,90.47619047619048,4.761904761904762,58.11428571428572,62.1,44.04761904761905,37.5,6652.428571428572,853.047619047619,Algorithms,0.5238095238095238,0.42857142857142855,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.0,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
general-electric,Tier_C,1,0.0,0.0,100.0,63.5,63.5,12.5,12.5,2128.0,42.0,Algorithms,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
general-motors,Tier_C,11,9.090909090909092,54.54545454545455,36.36363636363637,62.81818181818182,63.7,38.63636363636363,37.5,7767.272727272727,718.4545454545455,Algorithms,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gilt-groupe,Tier_C,1,0.0,100.0,0.0,64.1,64.1,12.5,12.5,3608.0,270.0,Algorithms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
github,Tier_C,5,40.0,40.0,20.0,44.760000000000005,43.6,50.0,37.5,6725.8,1010.8,Algorithms,0.2,0.2,0.4,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glassdoor,Tier_C,1,100.0,0.0,0.0,73.6,73.6,87.5,87.5,750.0,2077.0,Algorithms,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
globallogic,Tier_C,2,100.0,0.0,0.0,50.85,50.85,81.25,81.25,43631.5,2048.0,Algorithms,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glovo,Tier_C,2,0.0,50.0,50.0,57.1,57.1,56.25,56.25,13302.5,602.0,Algorithms,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godaddy,Tier_C,5,40.0,40.0,20.0,49.74,48.2,47.5,62.5,11814.0,2573.2,Algorithms,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gojek,Tier_C,5,0.0,80.0,20.0,59.48,50.6,65.0,62.5,15160.2,1125.2,Algorithms,0.6,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
goldman-sachs,Tier_A,259,19.305019305019304,62.93436293436294,17.76061776061776,57.43629343629344,57.1,44.44980694980695,37.5,9876.140625,1019.55859375,Algorithms,0.5907335907335908,0.25868725868725867,0.2277992277992278,0.2084942084942085,0.14671814671814673,0.13127413127413126,0.12355212355212356,0.07722007722007722,0.0888030888030888,0.10424710424710425,0.08494208494208494,0.09652509652509653,0.0888030888030888,0.08108108108108109,0.05791505791505792,0.05405405405405406,0.05019305019305019,0.05791505791505792,0.05019305019305019,0.0694980694980695,0.06177606177606178,0.03861003861003861,0.02702702702702703,0.03474903474903475,0.05405405405405406,0.0,0.015444015444015444,0.05405405405405406,0.03861003861003861,0.03474903474903475,0.019305019305019305,0.03088803088803089,0.011583011583011582,0.011583011583011582,0.007722007722007722,0.007722007722007722,0.011583011583011582,0.011583011583011582,0.011583011583011582,0.003861003861003861,0.007722007722007722,0.007722007722007722,0.003861003861003861,0.011583011583011582,0.0,0.003861003861003861,0.011583011583011582,0.003861003861003861,0.011583011583011582,0.007722007722007722
google,Tier_A,2274,26.209322779243625,52.37467018469657,21.416007036059806,59.359938434476696,59.8,27.67150395778364,25.0,3191.0814917127072,446.33609576427256,Algorithms,0.5584872471416007,0.22911169744942833,0.21108179419525067,0.17018469656992086,0.13236587510993844,0.1644678979771328,0.0712401055408971,0.10554089709762533,0.10642040457343888,0.09630606860158311,0.0870712401055409,0.08751099384344767,0.056288478452066845,0.05980650835532102,0.07343887423043095,0.04573438874230431,0.05672823218997362,0.0633245382585752,0.047053649956024624,0.05364995602462621,0.029463500439753737,0.06552330694810905,0.05013192612137203,0.048372911169744945,0.03781882145998241,0.03825857519788918,0.030782761653474055,0.017150395778364115,0.018909410729991204,0.020668425681618294,0.01802990325417766,0.018469656992084433,0.030343007915567283,0.022867194371152155,0.012752858399296393,0.013192612137203167,0.00395778364116095,0.014072119613016711,0.006156552330694811,0.020228671943711522,0.01759014951627089,0.009674582233948988,0.012752858399296393,0.010114335971855761,0.009674582233948988,0.012752858399296393,0.007036059806508356,0.010993843447669306,0.002638522427440633,0.002638522427440633
gopuff,Tier_C,2,0.0,100.0,0.0,55.65,55.65,25.0,25.0,3536.5,381.5,Algorithms,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goto,Tier_C,1,0.0,100.0,0.0,39.1,39.1,62.5,62.5,32835.0,3092.0,Algorithms,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grab,Tier_C,13,15.384615384615383,84.61538461538461,0.0,53.584615384615375,50.6,65.38461538461539,62.5,14827.384615384615,758.7692307692307,Algorithms,0.6153846153846154,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grammarly,Tier_C,28,25.0,64.28571428571429,10.714285714285714,59.64642857142856,59.55,42.85714285714285,37.5,11014.035714285714,708.6071428571429,Algorithms,0.5,0.4642857142857143,0.32142857142857145,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.0,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0
graviton,Tier_C,7,0.0,71.42857142857143,28.571428571428573,50.02857142857143,47.9,55.35714285714285,37.5,8706.0,996.5714285714286,Algorithms,0.42857142857142855,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groupon,Tier_C,2,0.0,100.0,0.0,36.55,36.55,37.5,37.5,8288.5,523.0,Algorithms,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groww,Tier_C,5,20.0,80.0,0.0,48.44,54.8,55.0,62.5,13882.4,729.6,Algorithms,0.8,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
